{'order_id': 21000, 'package': {'weight': 326, 'volume': 62018, 'imperial_unit': 'false'}}
{'order_id': 21296, 'package': {'weight': 61, 'volume': 28800, 'imperial_unit': 'false'}}
{'order_id': 21297, 'package': {'weight': 125, 'volume': 24480, 'imperial_unit': 'false'}}
{'order_id': 21298, 'package': {'weight': 2400, 'volume': 165888, 'imperial_unit': 'false'}}
{'order_id': 21299, 'package': {'weight': 50, 'volume': 28800, 'imperial_unit': 'false'}}
{'order_id': 21300, 'package': {'weight': 355, 'volume': 86748, 'imperial_unit': 'false'}}
{'order_id': 21301, 'package': {'weight': 515, 'volume': 234240, 'imperial_unit': 'true'}}
{'order_id': 21302, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21303, 'package': {'weight': 112, 'volume': 7344, 'imperial_unit': 'false'}}
{'order_id': 21304, 'package': {'weight': 130, 'volume': 15680, 'imperial_unit': 'false'}}
{'order_id': 21305, 'package': {'weight': 620, 'volume': 144000, 'imperial_unit': 'false'}}
{'order_id': 21306, 'package': {'weight': 1309, 'volume': 277695, 'imperial_unit': 'true'}}
{'order_id': 21307, 'package': {'weight': 1108, 'volume': 162180, 'imperial_unit': 'true'}}
{'order_id': 21308, 'package': {'weight': 75, 'volume': 59489, 'imperial_unit': 'true'}}
{'order_id': 21309, 'package': {'weight': 765, 'volume': 131625, 'imperial_unit': 'false'}}
{'order_id': 21310, 'package': {'weight': 300, 'volume': 71280, 'imperial_unit': 'false'}}
{'order_id': 21311, 'package': {'weight': 480, 'volume': 36864, 'imperial_unit': 'true'}}
{'order_id': 21312, 'package': {'weight': 645, 'volume': 122496, 'imperial_unit': 'true'}}
{'order_id': 21313, 'package': {'weight': 736, 'volume': 45792, 'imperial_unit': 'true'}}
{'order_id': 21314, 'package': {'weight': 50, 'volume': 20400, 'imperial_unit': 'true'}}
{'order_id': 21315, 'package': {'weight': 210, 'volume': 41160, 'imperial_unit': 'true'}}
{'order_id': 21316, 'package': {'weight': 314, 'volume': 72816, 'imperial_unit': 'false'}}
{'order_id': 21317, 'package': {'weight': 430, 'volume': 41160, 'imperial_unit': 'true'}}
{'order_id': 21318, 'package': {'weight': 93, 'volume': 23125, 'imperial_unit': 'false'}}
{'order_id': 21319, 'package': {'weight': 20, 'volume': 8500, 'imperial_unit': 'false'}}
{'order_id': 21320, 'package': {'weight': 326, 'volume': 96320, 'imperial_unit': 'false'}}
{'order_id': 21321, 'package': {'weight': 748, 'volume': 122976, 'imperial_unit': 'false'}}
{'order_id': 21322, 'package': {'weight': 188, 'volume': 41230, 'imperial_unit': 'false'}}
{'order_id': 21323, 'package': {'weight': 30, 'volume': 19600, 'imperial_unit': 'false'}}
{'order_id': 21324, 'package': {'weight': 1600, 'volume': 476656, 'imperial_unit': 'false'}}
{'order_id': 21325, 'package': {'weight': 328, 'volume': 85596, 'imperial_unit': 'false'}}
{'order_id': 21326, 'package': {'weight': 360, 'volume': 65520, 'imperial_unit': 'false'}}
{'order_id': 21327, 'package': {'weight': 104, 'volume': 17801, 'imperial_unit': 'false'}}
{'order_id': 21328, 'package': {'weight': 10, 'volume': 2424, 'imperial_unit': 'false'}}
{'order_id': 21329, 'package': {'weight': 105, 'volume': 15288, 'imperial_unit': 'false'}}
{'order_id': 21330, 'package': {'weight': 177, 'volume': 36556, 'imperial_unit': 'false'}}
{'order_id': 21331, 'package': {'weight': 120, 'volume': 7776, 'imperial_unit': 'false'}}
{'order_id': 21332, 'package': {'weight': 800, 'volume': 250914, 'imperial_unit': 'false'}}
{'order_id': 21333, 'package': {'weight': 132, 'volume': 61440, 'imperial_unit': 'false'}}
{'order_id': 21334, 'package': {'weight': 25, 'volume': 25920, 'imperial_unit': 'false'}}
{'order_id': 21335, 'package': {'weight': 410, 'volume': 120960, 'imperial_unit': 'false'}}
{'order_id': 21336, 'package': {'weight': 205, 'volume': 41055, 'imperial_unit': 'false'}}
{'order_id': 21337, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21338, 'package': {'weight': 79, 'volume': 39606, 'imperial_unit': 'false'}}
{'order_id': 21339, 'package': {'weight': 577, 'volume': 88118, 'imperial_unit': 'false'}}
{'order_id': 21340, 'package': {'weight': 410, 'volume': 120960, 'imperial_unit': 'false'}}
{'order_id': 21341, 'package': {'weight': 410, 'volume': 120960, 'imperial_unit': 'false'}}
{'order_id': 21342, 'package': {'weight': 405, 'volume': 91819, 'imperial_unit': 'false'}}
{'order_id': 21343, 'package': {'weight': 49, 'volume': 20304, 'imperial_unit': 'false'}}
{'order_id': 21344, 'package': {'weight': 160, 'volume': 65100, 'imperial_unit': 'false'}}
{'order_id': 21345, 'package': {'weight': 150, 'volume': 38080, 'imperial_unit': 'false'}}
{'order_id': 21346, 'package': {'weight': 17, 'volume': 24150, 'imperial_unit': 'false'}}
{'order_id': 21347, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21348, 'package': {'weight': 507, 'volume': 136412, 'imperial_unit': 'false'}}
{'order_id': 21349, 'package': {'weight': 207, 'volume': 33693, 'imperial_unit': 'false'}}
{'order_id': 21350, 'package': {'weight': 840, 'volume': 166320, 'imperial_unit': 'false'}}
{'order_id': 21351, 'package': {'weight': 274, 'volume': 48972, 'imperial_unit': 'false'}}
{'order_id': 21352, 'package': {'weight': 208, 'volume': 14536, 'imperial_unit': 'false'}}
{'order_id': 21353, 'package': {'weight': 281, 'volume': 111360, 'imperial_unit': 'true'}}
{'order_id': 21354, 'package': {'weight': 140, 'volume': 48000, 'imperial_unit': 'false'}}
{'order_id': 21355, 'package': {'weight': 250, 'volume': 40320, 'imperial_unit': 'false'}}
{'order_id': 21356, 'package': {'weight': 105, 'volume': 10530, 'imperial_unit': 'false'}}
{'order_id': 21357, 'package': {'weight': 185, 'volume': 87880, 'imperial_unit': 'false'}}
{'order_id': 21358, 'package': {'weight': 75, 'volume': 29348, 'imperial_unit': 'false'}}
{'order_id': 21359, 'package': {'weight': 200, 'volume': 69120, 'imperial_unit': 'true'}}
{'order_id': 21360, 'package': {'weight': 120, 'volume': 12844, 'imperial_unit': 'false'}}
{'order_id': 21361, 'package': {'weight': 410, 'volume': 120960, 'imperial_unit': 'true'}}
{'order_id': 21362, 'package': {'weight': 105, 'volume': 15288, 'imperial_unit': 'true'}}
{'order_id': 21363, 'package': {'weight': 95, 'volume': 22400, 'imperial_unit': 'true'}}
{'order_id': 21364, 'package': {'weight': 480, 'volume': 36864, 'imperial_unit': 'true'}}
{'order_id': 21365, 'package': {'weight': 448, 'volume': 57500, 'imperial_unit': 'true'}}
{'order_id': 21366, 'package': {'weight': 210, 'volume': 41160, 'imperial_unit': 'true'}}
{'order_id': 21367, 'package': {'weight': 575, 'volume': 88493, 'imperial_unit': 'true'}}
{'order_id': 21368, 'package': {'weight': 95, 'volume': 22400, 'imperial_unit': 'true'}}
{'order_id': 21369, 'package': {'weight': 105, 'volume': 7425, 'imperial_unit': 'true'}}
{'order_id': 21370, 'package': {'weight': 400, 'volume': 65880, 'imperial_unit': 'true'}}
{'order_id': 21371, 'package': {'weight': 125, 'volume': 27625, 'imperial_unit': 'true'}}
{'order_id': 21372, 'package': {'weight': 16, 'volume': 2352, 'imperial_unit': 'false'}}
{'order_id': 21373, 'package': {'weight': 210, 'volume': 41160, 'imperial_unit': 'true'}}
{'order_id': 21374, 'package': {'weight': 550, 'volume': 35280, 'imperial_unit': 'true'}}
{'order_id': 21375, 'package': {'weight': 626, 'volume': 162511, 'imperial_unit': 'true'}}
{'order_id': 21376, 'package': {'weight': 125, 'volume': 27625, 'imperial_unit': 'true'}}
{'order_id': 21377, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21378, 'package': {'weight': 25, 'volume': 8253, 'imperial_unit': 'false'}}
{'order_id': 21379, 'package': {'weight': 180, 'volume': 8568, 'imperial_unit': 'false'}}
{'order_id': 21380, 'package': {'weight': 240, 'volume': 9000, 'imperial_unit': 'false'}}
{'order_id': 21381, 'package': {'weight': 69, 'volume': 8792, 'imperial_unit': 'false'}}
{'order_id': 21382, 'package': {'weight': 55, 'volume': 23040, 'imperial_unit': 'false'}}
{'order_id': 21383, 'package': {'weight': 410, 'volume': 120960, 'imperial_unit': 'false'}}
{'order_id': 21384, 'package': {'weight': 295, 'volume': 62208, 'imperial_unit': 'false'}}
{'order_id': 21385, 'package': {'weight': 208, 'volume': 1, 'imperial_unit': 'false'}}
{'order_id': 21386, 'package': {'weight': 205, 'volume': 43520, 'imperial_unit': 'false'}}
{'order_id': 21387, 'package': {'weight': 68, 'volume': 39897, 'imperial_unit': 'false'}}
{'order_id': 21388, 'package': {'weight': 410, 'volume': 120960, 'imperial_unit': 'false'}}
{'order_id': 21389, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21390, 'package': {'weight': 123, 'volume': 21240, 'imperial_unit': 'false'}}
{'order_id': 21391, 'package': {'weight': 444, 'volume': 260190, 'imperial_unit': 'false'}}
{'order_id': 21392, 'package': {'weight': 639, 'volume': 98171, 'imperial_unit': 'false'}}
{'order_id': 21393, 'package': {'weight': 114, 'volume': 20100, 'imperial_unit': 'false'}}
{'order_id': 21394, 'package': {'weight': 6, 'volume': 2788, 'imperial_unit': 'false'}}
{'order_id': 21395, 'package': {'weight': 294, 'volume': 33150, 'imperial_unit': 'false'}}
{'order_id': 21396, 'package': {'weight': 123, 'volume': 21240, 'imperial_unit': 'false'}}
{'order_id': 21397, 'package': {'weight': 120, 'volume': 33600, 'imperial_unit': 'false'}}
{'order_id': 21398, 'package': {'weight': 282, 'volume': 122880, 'imperial_unit': 'false'}}
{'order_id': 21399, 'package': {'weight': 175, 'volume': 44625, 'imperial_unit': 'false'}}
{'order_id': 21400, 'package': {'weight': 205, 'volume': 41055, 'imperial_unit': 'false'}}
{'order_id': 21401, 'package': {'weight': 1800, 'volume': 252396, 'imperial_unit': 'false'}}
{'order_id': 21402, 'package': {'weight': 40, 'volume': 2624, 'imperial_unit': 'false'}}
{'order_id': 21403, 'package': {'weight': 124, 'volume': 33792, 'imperial_unit': 'false'}}
{'order_id': 21404, 'package': {'weight': 460, 'volume': 51800, 'imperial_unit': 'false'}}
{'order_id': 21405, 'package': {'weight': 909, 'volume': 101587, 'imperial_unit': 'false'}}
{'order_id': 21406, 'package': {'weight': 485, 'volume': 99840, 'imperial_unit': 'false'}}
{'order_id': 21407, 'package': {'weight': 155, 'volume': 17238, 'imperial_unit': 'false'}}
{'order_id': 21408, 'package': {'weight': 201, 'volume': 33966, 'imperial_unit': 'false'}}
{'order_id': 21409, 'package': {'weight': 640, 'volume': 99840, 'imperial_unit': 'false'}}
{'order_id': 21410, 'package': {'weight': 130, 'volume': 15680, 'imperial_unit': 'false'}}
{'order_id': 21411, 'package': {'weight': 130, 'volume': 15680, 'imperial_unit': 'false'}}
{'order_id': 21412, 'package': {'weight': 2500, 'volume': 468720, 'imperial_unit': 'false'}}
{'order_id': 21413, 'package': {'weight': 261, 'volume': 28728, 'imperial_unit': 'false'}}
{'order_id': 21414, 'package': {'weight': 500, 'volume': 105840, 'imperial_unit': 'false'}}
{'order_id': 21415, 'package': {'weight': 2540, 'volume': 200880, 'imperial_unit': 'false'}}
{'order_id': 21416, 'package': {'weight': 1700, 'volume': 278784, 'imperial_unit': 'false'}}
{'order_id': 21417, 'package': {'weight': 230, 'volume': 44160, 'imperial_unit': 'false'}}
{'order_id': 21418, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21419, 'package': {'weight': 118, 'volume': 7980, 'imperial_unit': 'true'}}
{'order_id': 21420, 'package': {'weight': 50, 'volume': 30914, 'imperial_unit': 'false'}}
{'order_id': 21421, 'package': {'weight': 160, 'volume': 19755, 'imperial_unit': 'false'}}
{'order_id': 21422, 'package': {'weight': 150, 'volume': 41472, 'imperial_unit': 'false'}}
{'order_id': 21423, 'package': {'weight': 100, 'volume': 176256, 'imperial_unit': 'false'}}
{'order_id': 21424, 'package': {'weight': 102, 'volume': 28800, 'imperial_unit': 'false'}}
{'order_id': 21425, 'package': {'weight': 183, 'volume': 32844, 'imperial_unit': 'false'}}
{'order_id': 21426, 'package': {'weight': 180, 'volume': 10368, 'imperial_unit': 'true'}}
{'order_id': 21427, 'package': {'weight': 90, 'volume': 27000, 'imperial_unit': 'true'}}
{'order_id': 21428, 'package': {'weight': 1200, 'volume': 139750, 'imperial_unit': 'true'}}
{'order_id': 21429, 'package': {'weight': 144, 'volume': 24804, 'imperial_unit': 'true'}}
{'order_id': 21430, 'package': {'weight': 200, 'volume': 57600, 'imperial_unit': 'true'}}
{'order_id': 21431, 'package': {'weight': 300, 'volume': 65800, 'imperial_unit': 'true'}}
{'order_id': 21432, 'package': {'weight': 30, 'volume': 27000, 'imperial_unit': 'true'}}
{'order_id': 21433, 'package': {'weight': 400, 'volume': 36450, 'imperial_unit': 'false'}}
{'order_id': 21434, 'package': {'weight': 105, 'volume': 19776, 'imperial_unit': 'true'}}
{'order_id': 21435, 'package': {'weight': 410, 'volume': 66318, 'imperial_unit': 'true'}}
{'order_id': 21436, 'package': {'weight': 266, 'volume': 22297, 'imperial_unit': 'true'}}
{'order_id': 21437, 'package': {'weight': 845, 'volume': 391680, 'imperial_unit': 'false'}}
{'order_id': 21438, 'package': {'weight': 129, 'volume': 34162, 'imperial_unit': 'false'}}
{'order_id': 21439, 'package': {'weight': 150, 'volume': 135000, 'imperial_unit': 'false'}}
{'order_id': 21440, 'package': {'weight': 69, 'volume': 39897, 'imperial_unit': 'false'}}
{'order_id': 21441, 'package': {'weight': 190, 'volume': 48552, 'imperial_unit': 'false'}}
{'order_id': 21442, 'package': {'weight': 22, 'volume': 3480, 'imperial_unit': 'false'}}
{'order_id': 21443, 'package': {'weight': 69, 'volume': 39897, 'imperial_unit': 'false'}}
{'order_id': 21444, 'package': {'weight': 300, 'volume': 108000, 'imperial_unit': 'false'}}
{'order_id': 21445, 'package': {'weight': 7, 'volume': 8680, 'imperial_unit': 'false'}}
{'order_id': 21446, 'package': {'weight': 146, 'volume': 21793, 'imperial_unit': 'false'}}
{'order_id': 21447, 'package': {'weight': 1101, 'volume': 246960, 'imperial_unit': 'false'}}
{'order_id': 21448, 'package': {'weight': 432, 'volume': 49436, 'imperial_unit': 'false'}}
{'order_id': 21449, 'package': {'weight': 420, 'volume': 157440, 'imperial_unit': 'false'}}
{'order_id': 21450, 'package': {'weight': 125, 'volume': 27625, 'imperial_unit': 'false'}}
{'order_id': 21451, 'package': {'weight': 146, 'volume': 21793, 'imperial_unit': 'false'}}
{'order_id': 21452, 'package': {'weight': 200, 'volume': 48384, 'imperial_unit': 'false'}}
{'order_id': 21453, 'package': {'weight': 200, 'volume': 48384, 'imperial_unit': 'false'}}
{'order_id': 21454, 'package': {'weight': 500, 'volume': 73416, 'imperial_unit': 'false'}}
{'order_id': 21455, 'package': {'weight': 310, 'volume': 63504, 'imperial_unit': 'false'}}
{'order_id': 21456, 'package': {'weight': 125, 'volume': 27625, 'imperial_unit': 'false'}}
{'order_id': 21457, 'package': {'weight': 125, 'volume': 27625, 'imperial_unit': 'false'}}
{'order_id': 21458, 'package': {'weight': 200, 'volume': 12800, 'imperial_unit': 'false'}}
{'order_id': 21459, 'package': {'weight': 107, 'volume': 23520, 'imperial_unit': 'false'}}
{'order_id': 21460, 'package': {'weight': 279, 'volume': 78246, 'imperial_unit': 'false'}}
{'order_id': 21461, 'package': {'weight': 107, 'volume': 23520, 'imperial_unit': 'false'}}
{'order_id': 21462, 'package': {'weight': 793, 'volume': 101582, 'imperial_unit': 'false'}}
{'order_id': 21463, 'package': {'weight': 450, 'volume': 108000, 'imperial_unit': 'false'}}
{'order_id': 21464, 'package': {'weight': 155, 'volume': 28226, 'imperial_unit': 'false'}}
{'order_id': 21465, 'package': {'weight': 115, 'volume': 30720, 'imperial_unit': 'false'}}
{'order_id': 21466, 'package': {'weight': 182, 'volume': 92160, 'imperial_unit': 'false'}}
{'order_id': 21467, 'package': {'weight': 150, 'volume': 15552, 'imperial_unit': 'false'}}
{'order_id': 21468, 'package': {'weight': 522, 'volume': 87168, 'imperial_unit': 'true'}}
{'order_id': 21469, 'package': {'weight': 800, 'volume': 51840, 'imperial_unit': 'false'}}
{'order_id': 21470, 'package': {'weight': 390, 'volume': 142560, 'imperial_unit': 'false'}}
{'order_id': 21471, 'package': {'weight': 600, 'volume': 258860, 'imperial_unit': 'false'}}
{'order_id': 21472, 'package': {'weight': 114, 'volume': 20100, 'imperial_unit': 'false'}}
{'order_id': 21473, 'package': {'weight': 225, 'volume': 23520, 'imperial_unit': 'true'}}
{'order_id': 21474, 'package': {'weight': 17, 'volume': 46660, 'imperial_unit': 'true'}}
{'order_id': 21475, 'package': {'weight': 280, 'volume': 29160, 'imperial_unit': 'true'}}
{'order_id': 21476, 'package': {'weight': 280, 'volume': 29160, 'imperial_unit': 'true'}}
{'order_id': 21477, 'package': {'weight': 140, 'volume': 16038, 'imperial_unit': 'true'}}
{'order_id': 21478, 'package': {'weight': 640, 'volume': 150176, 'imperial_unit': 'true'}}
{'order_id': 21479, 'package': {'weight': 250, 'volume': 28000, 'imperial_unit': 'true'}}
{'order_id': 21480, 'package': {'weight': 18, 'volume': 25123, 'imperial_unit': 'false'}}
{'order_id': 21481, 'package': {'weight': 300, 'volume': 75264, 'imperial_unit': 'false'}}
{'order_id': 21482, 'package': {'weight': 390, 'volume': 142560, 'imperial_unit': 'false'}}
{'order_id': 21483, 'package': {'weight': 304, 'volume': 176640, 'imperial_unit': 'false'}}
{'order_id': 21484, 'package': {'weight': 245, 'volume': 189000, 'imperial_unit': 'false'}}
{'order_id': 21485, 'package': {'weight': 472, 'volume': 86400, 'imperial_unit': 'false'}}
{'order_id': 21486, 'package': {'weight': 748, 'volume': 61488, 'imperial_unit': 'false'}}
{'order_id': 21487, 'package': {'weight': 70, 'volume': 38874, 'imperial_unit': 'false'}}
{'order_id': 21488, 'package': {'weight': 260, 'volume': 27930, 'imperial_unit': 'false'}}
{'order_id': 21489, 'package': {'weight': 4657, 'volume': 1012500, 'imperial_unit': 'false'}}
{'order_id': 21490, 'package': {'weight': 2000, 'volume': 933120, 'imperial_unit': 'false'}}
{'order_id': 21491, 'package': {'weight': 750, 'volume': 212976, 'imperial_unit': 'false'}}
{'order_id': 21492, 'package': {'weight': 352, 'volume': 88320, 'imperial_unit': 'false'}}
{'order_id': 21493, 'package': {'weight': 500, 'volume': 27648, 'imperial_unit': 'false'}}
{'order_id': 21494, 'package': {'weight': 139, 'volume': 18216, 'imperial_unit': 'false'}}
{'order_id': 21495, 'package': {'weight': 130, 'volume': 26208, 'imperial_unit': 'false'}}
{'order_id': 21496, 'package': {'weight': 369, 'volume': 70800, 'imperial_unit': 'false'}}
{'order_id': 21497, 'package': {'weight': 462, 'volume': 207360, 'imperial_unit': 'false'}}
{'order_id': 21498, 'package': {'weight': 397, 'volume': 75107, 'imperial_unit': 'false'}}
{'order_id': 21499, 'package': {'weight': 160, 'volume': 176456, 'imperial_unit': 'false'}}
{'order_id': 21500, 'package': {'weight': 789, 'volume': 94504, 'imperial_unit': 'false'}}
{'order_id': 21501, 'package': {'weight': 30, 'volume': 19683, 'imperial_unit': 'false'}}
{'order_id': 21502, 'package': {'weight': 472, 'volume': 86400, 'imperial_unit': 'false'}}
{'order_id': 21503, 'package': {'weight': 132, 'volume': 71040, 'imperial_unit': 'false'}}
{'order_id': 21504, 'package': {'weight': 146, 'volume': 28710, 'imperial_unit': 'false'}}
{'order_id': 21505, 'package': {'weight': 80, 'volume': 729600, 'imperial_unit': 'false'}}
{'order_id': 21506, 'package': {'weight': 350, 'volume': 120000, 'imperial_unit': 'false'}}
{'order_id': 21507, 'package': {'weight': 409, 'volume': 103776, 'imperial_unit': 'false'}}
{'order_id': 21508, 'package': {'weight': 240, 'volume': 27648, 'imperial_unit': 'false'}}
{'order_id': 21509, 'package': {'weight': 43, 'volume': 23568, 'imperial_unit': 'false'}}
{'order_id': 21510, 'package': {'weight': 840, 'volume': 166320, 'imperial_unit': 'false'}}
{'order_id': 21511, 'package': {'weight': 362, 'volume': 54366, 'imperial_unit': 'false'}}
{'order_id': 21512, 'package': {'weight': 148, 'volume': 60981, 'imperial_unit': 'false'}}
{'order_id': 21513, 'package': {'weight': 900, 'volume': 147996, 'imperial_unit': 'false'}}
{'order_id': 21514, 'package': {'weight': 114, 'volume': 20100, 'imperial_unit': 'true'}}
{'order_id': 21515, 'package': {'weight': 271, 'volume': 55680, 'imperial_unit': 'false'}}
{'order_id': 21516, 'package': {'weight': 396, 'volume': 66318, 'imperial_unit': 'true'}}
{'order_id': 21517, 'package': {'weight': 10800, 'volume': 1555200, 'imperial_unit': 'true'}}
{'order_id': 21518, 'package': {'weight': 100, 'volume': 23328, 'imperial_unit': 'false'}}
{'order_id': 21519, 'package': {'weight': 158, 'volume': 35328, 'imperial_unit': 'false'}}
{'order_id': 21520, 'package': {'weight': 100, 'volume': 46656, 'imperial_unit': 'false'}}
{'order_id': 21521, 'package': {'weight': 132, 'volume': 26040, 'imperial_unit': 'false'}}
{'order_id': 21522, 'package': {'weight': 409, 'volume': 103776, 'imperial_unit': 'false'}}
{'order_id': 21523, 'package': {'weight': 835, 'volume': 143264, 'imperial_unit': 'false'}}
{'order_id': 21524, 'package': {'weight': 425, 'volume': 83089, 'imperial_unit': 'true'}}
{'order_id': 21525, 'package': {'weight': 114, 'volume': 20100, 'imperial_unit': 'true'}}
{'order_id': 21526, 'package': {'weight': 19, 'volume': 331080, 'imperial_unit': 'true'}}
{'order_id': 21527, 'package': {'weight': 158, 'volume': 43649, 'imperial_unit': 'true'}}
{'order_id': 21528, 'package': {'weight': 285, 'volume': 24300, 'imperial_unit': 'true'}}
{'order_id': 21529, 'package': {'weight': 162, 'volume': 37672, 'imperial_unit': 'true'}}
{'order_id': 21530, 'package': {'weight': 102, 'volume': 25076, 'imperial_unit': 'true'}}
{'order_id': 21531, 'package': {'weight': 180, 'volume': 33120, 'imperial_unit': 'true'}}
{'order_id': 21532, 'package': {'weight': 760, 'volume': 165376, 'imperial_unit': 'false'}}
{'order_id': 21533, 'package': {'weight': 578, 'volume': 108864, 'imperial_unit': 'false'}}
{'order_id': 21534, 'package': {'weight': 5694, 'volume': 933120, 'imperial_unit': 'false'}}
{'order_id': 21535, 'package': {'weight': 165, 'volume': 23760, 'imperial_unit': 'false'}}
{'order_id': 21536, 'package': {'weight': 23, 'volume': 27552, 'imperial_unit': 'false'}}
{'order_id': 21537, 'package': {'weight': 110, 'volume': 31570, 'imperial_unit': 'false'}}
{'order_id': 21538, 'package': {'weight': 150, 'volume': 50512, 'imperial_unit': 'false'}}
{'order_id': 21539, 'package': {'weight': 107, 'volume': 23520, 'imperial_unit': 'false'}}
{'order_id': 21540, 'package': {'weight': 107, 'volume': 23520, 'imperial_unit': 'false'}}
{'order_id': 21541, 'package': {'weight': 2, 'volume': 3232, 'imperial_unit': 'false'}}
{'order_id': 21542, 'package': {'weight': 607, 'volume': 128310, 'imperial_unit': 'false'}}
{'order_id': 21543, 'package': {'weight': 220, 'volume': 130560, 'imperial_unit': 'false'}}
{'order_id': 21544, 'package': {'weight': 839, 'volume': 160272, 'imperial_unit': 'false'}}
{'order_id': 21545, 'package': {'weight': 105, 'volume': 17248, 'imperial_unit': 'false'}}
{'order_id': 21546, 'package': {'weight': 473, 'volume': 105561, 'imperial_unit': 'false'}}
{'order_id': 21547, 'package': {'weight': 472, 'volume': 86400, 'imperial_unit': 'false'}}
{'order_id': 21548, 'package': {'weight': 110, 'volume': 18560, 'imperial_unit': 'false'}}
{'order_id': 21549, 'package': {'weight': 68, 'volume': 24192, 'imperial_unit': 'false'}}
{'order_id': 21550, 'package': {'weight': 240, 'volume': 82944, 'imperial_unit': 'false'}}
{'order_id': 21551, 'package': {'weight': 121, 'volume': 30847, 'imperial_unit': 'false'}}
{'order_id': 21552, 'package': {'weight': 436, 'volume': 102703, 'imperial_unit': 'false'}}
{'order_id': 21553, 'package': {'weight': 141, 'volume': 24288, 'imperial_unit': 'false'}}
{'order_id': 21554, 'package': {'weight': 2200, 'volume': 210453, 'imperial_unit': 'false'}}
{'order_id': 21555, 'package': {'weight': 175, 'volume': 38080, 'imperial_unit': 'false'}}
{'order_id': 21556, 'package': {'weight': 317, 'volume': 121176, 'imperial_unit': 'false'}}
{'order_id': 21557, 'package': {'weight': 126, 'volume': 41600, 'imperial_unit': 'false'}}
{'order_id': 21558, 'package': {'weight': 126, 'volume': 41600, 'imperial_unit': 'false'}}
{'order_id': 21559, 'package': {'weight': 125, 'volume': 26884, 'imperial_unit': 'false'}}
{'order_id': 21560, 'package': {'weight': 315, 'volume': 324000, 'imperial_unit': 'false'}}
{'order_id': 21561, 'package': {'weight': 346, 'volume': 79376, 'imperial_unit': 'false'}}
{'order_id': 21562, 'package': {'weight': 720, 'volume': 96432, 'imperial_unit': 'false'}}
{'order_id': 21563, 'package': {'weight': 560, 'volume': 118408, 'imperial_unit': 'true'}}
{'order_id': 21564, 'package': {'weight': 72, 'volume': 21708, 'imperial_unit': 'false'}}
{'order_id': 21565, 'package': {'weight': 120, 'volume': 27000, 'imperial_unit': 'false'}}
{'order_id': 21566, 'package': {'weight': 365, 'volume': 42518, 'imperial_unit': 'false'}}
{'order_id': 21567, 'package': {'weight': 143, 'volume': 38203, 'imperial_unit': 'false'}}
{'order_id': 21568, 'package': {'weight': 149, 'volume': 50116, 'imperial_unit': 'false'}}
{'order_id': 21569, 'package': {'weight': 113, 'volume': 1980, 'imperial_unit': 'true'}}
{'order_id': 21570, 'package': {'weight': 1019, 'volume': 303160, 'imperial_unit': 'true'}}
{'order_id': 21571, 'package': {'weight': 240, 'volume': 93984, 'imperial_unit': 'true'}}
{'order_id': 21572, 'package': {'weight': 113, 'volume': 1980, 'imperial_unit': 'true'}}
{'order_id': 21573, 'package': {'weight': 839, 'volume': 160272, 'imperial_unit': 'true'}}
{'order_id': 21574, 'package': {'weight': 97, 'volume': 32400, 'imperial_unit': 'false'}}
{'order_id': 21575, 'package': {'weight': 181, 'volume': 49600, 'imperial_unit': 'true'}}
{'order_id': 21576, 'package': {'weight': 5000, 'volume': 755712, 'imperial_unit': 'false'}}
{'order_id': 21577, 'package': {'weight': 23, 'volume': 14688, 'imperial_unit': 'false'}}
{'order_id': 21578, 'package': {'weight': 44, 'volume': 25830, 'imperial_unit': 'false'}}
{'order_id': 21579, 'package': {'weight': 231, 'volume': 27427, 'imperial_unit': 'false'}}
{'order_id': 21580, 'package': {'weight': 555, 'volume': 104616, 'imperial_unit': 'false'}}
{'order_id': 21581, 'package': {'weight': 150, 'volume': 42400, 'imperial_unit': 'false'}}
{'order_id': 21582, 'package': {'weight': 90, 'volume': 72960, 'imperial_unit': 'false'}}
{'order_id': 21583, 'package': {'weight': 90, 'volume': 72960, 'imperial_unit': 'false'}}
{'order_id': 21584, 'package': {'weight': 40, 'volume': 3500, 'imperial_unit': 'false'}}
{'order_id': 21585, 'package': {'weight': 572, 'volume': 124500, 'imperial_unit': 'false'}}
{'order_id': 21586, 'package': {'weight': 254, 'volume': 25056, 'imperial_unit': 'false'}}
{'order_id': 21587, 'package': {'weight': 254, 'volume': 25056, 'imperial_unit': 'false'}}
{'order_id': 21588, 'package': {'weight': 275, 'volume': 60775, 'imperial_unit': 'false'}}
{'order_id': 21589, 'package': {'weight': 275, 'volume': 51442, 'imperial_unit': 'false'}}
{'order_id': 21590, 'package': {'weight': 300, 'volume': 66300, 'imperial_unit': 'false'}}
{'order_id': 21591, 'package': {'weight': 95, 'volume': 22400, 'imperial_unit': 'false'}}
